Experiment,Tag,Seed,Trigger,Arch_Pair,L_Mode,Tau,Dist_Ep,Temp,V_Temp,RW,Delta,D_Min,Beta,NQ,Trig_Size,T_Acc,Base_Acc,Design,Base_Sig,Base_P,Base_Ver,FT1%_Acc,FT1%_Sig,FT1%_P,FT1%_Ver,FT5%_Acc,FT5%_Sig,FT5%_P,FT5%_Ver,FT10%_Acc,FT10%_Sig,FT10%_P,FT10%_Ver,P_Gap,FP_Rate,Min_P,Median_P,PRUNE_25%_Acc,PRUNE_25%_DeltaPP,PRUNE_25%_Sig,PRUNE_25%_P,PRUNE_25%_Log10P,PRUNE_25%_Ver,PRUNE_25%_P_MR,PRUNE_25%_P_ST1,PRUNE_50%_Acc,PRUNE_50%_DeltaPP,PRUNE_50%_Sig,PRUNE_50%_P,PRUNE_50%_Log10P,PRUNE_50%_Ver,PRUNE_50%_P_MR,PRUNE_50%_P_ST1,PRUNE_75%_Acc,PRUNE_75%_DeltaPP,PRUNE_75%_Sig,PRUNE_75%_P,PRUNE_75%_Log10P,PRUNE_75%_Ver,PRUNE_75%_P_MR,PRUNE_75%_P_ST1,INT8_QUANT_Acc,INT8_QUANT_DeltaPP,INT8_QUANT_Sig,INT8_QUANT_P,INT8_QUANT_Log10P,INT8_QUANT_Ver,INT8_QUANT_P_MR,INT8_QUANT_P_ST1
ExpA3_VTempSweep,c10v5_vtemp_20.0,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,20.0,0.1,5.0,N/A,0.5,50000,5109,92.6%,84.2%,mean_rest,0.0076,0.0e+00,True,84.2%,0.0074,0.0e+00,True,84.3%,0.0071,5.3e-309,True,84.1%,0.0063,1.8e-229,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA3_VTempSweep,c10v5_vtemp_30.0,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,30.0,0.1,5.0,N/A,0.5,50000,4955,92.6%,83.5%,mean_rest,0.0054,0.0e+00,True,83.3%,0.0054,0.0e+00,True,83.0%,0.0052,0.0e+00,True,83.0%,0.0049,3.4e-309,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA4_MultiSeed,c10v5_seed_42,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.5,50000,5090,92.6%,84.8%,mean_rest,0.0158,0.0e+00,True,84.5%,0.0147,4.4e-299,True,84.8%,0.0146,6.9e-285,True,84.7%,0.0133,1.8e-251,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA4_MultiSeed,c10v5_seed_256,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.5,50000,4957,92.6%,83.7%,mean_rest,0.0119,1.3e-240,True,83.4%,0.0112,2.7e-209,True,83.7%,0.0112,7.4e-227,True,83.7%,0.0106,1.7e-194,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA4_MultiSeed,c10v5_seed_777,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.5,50000,5044,92.6%,83.5%,mean_rest,0.0107,1.3e-270,True,83.4%,0.0106,4.5e-250,True,83.5%,0.0091,1.3e-177,True,83.5%,0.0086,3.3e-151,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA4_MultiSeed,c10v5_seed_123,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.5,50000,5033,92.6%,84.0%,mean_rest,0.0190,0.0e+00,True,83.9%,0.0180,0.0e+00,True,83.8%,0.0184,0.0e+00,True,84.1%,0.0168,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA4_MultiSeed,c10v5_seed_2024,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.5,50000,5082,92.6%,84.3%,mean_rest,0.0139,0.0e+00,True,84.2%,0.0139,2.0e-288,True,84.7%,0.0132,1.2e-306,True,84.5%,0.0133,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA5_RWSweep,c10v5_rw_0.0,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.0,5.0,N/A,0.5,50000,0,92.6%,84.1%,mean_rest,0.0000,1.0e+00,False,83.9%,0.0000,1.0e+00,False,84.3%,0.0000,1.0e+00,False,83.9%,0.0000,1.0e+00,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA5_RWSweep,c10v5_rw_0.02,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.02,5.0,N/A,0.5,50000,1039,92.6%,84.6%,mean_rest,0.0110,9.6e-26,True,84.6%,0.0101,2.4e-19,False,84.5%,0.0100,1.3e-19,False,84.5%,0.0092,6.5e-17,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA5_RWSweep,c10v5_rw_0.05,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.05,5.0,N/A,0.5,50000,2488,92.6%,84.2%,mean_rest,0.0135,5.5e-92,True,84.1%,0.0125,8.2e-79,True,84.0%,0.0126,2.7e-86,True,84.4%,0.0114,3.1e-70,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA5_RWSweep,c10v5_rw_0.10,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.5,50000,4943,92.6%,83.9%,mean_rest,0.0142,8.7e-292,True,83.7%,0.0140,2.8e-264,True,83.7%,0.0129,3.5e-240,True,83.6%,0.0124,7.8e-224,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA5_RWSweep,c10v5_rw_0.20,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.2,5.0,N/A,0.5,50000,9863,92.6%,84.5%,mean_rest,0.0188,0.0e+00,True,84.6%,0.0176,0.0e+00,True,84.2%,0.0172,0.0e+00,True,84.6%,0.0159,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA5_RWSweep,c10v5_rw_0.50,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.5,5.0,N/A,0.5,50000,25261,92.6%,83.9%,mean_rest,0.0300,0.0e+00,True,83.9%,0.0288,0.0e+00,True,83.7%,0.0276,0.0e+00,True,84.2%,0.0268,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA6_DeltaSweep,c10v5_d_1.0,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,1.0,N/A,0.5,50000,5062,92.6%,84.1%,mean_rest,0.0040,7.0e-05,False,84.1%,0.0033,6.4e-02,False,84.0%,0.0035,3.8e-02,False,84.1%,0.0031,4.3e-01,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA6_DeltaSweep,c10v5_d_2.0,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,2.0,N/A,0.5,50000,4967,92.6%,84.6%,mean_rest,0.0062,1.0e-31,True,84.2%,0.0062,1.7e-22,True,84.5%,0.0059,1.0e-24,True,84.5%,0.0059,3.5e-23,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA6_DeltaSweep,c10v5_d_3.0,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,3.0,N/A,0.5,50000,4988,92.6%,84.4%,mean_rest,0.0089,1.1e-97,True,83.9%,0.0086,2.9e-80,True,84.2%,0.0081,2.5e-75,True,84.3%,0.0077,6.9e-68,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA6_DeltaSweep,c10v5_d_5.0,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.5,50000,4947,92.6%,84.4%,mean_rest,0.0143,0.0e+00,True,84.0%,0.0139,1.0e-290,True,84.1%,0.0141,3.1e-285,True,84.3%,0.0124,5.4e-225,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA6_DeltaSweep,c10v5_d_7.0,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,7.0,N/A,0.5,50000,5082,92.6%,83.7%,mean_rest,0.0196,0.0e+00,True,83.6%,0.0197,0.0e+00,True,83.6%,0.0182,0.0e+00,True,83.9%,0.0163,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA7_BetaSweep,c10v5_beta_0.3,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.3,50000,5025,92.6%,84.5%,mean_rest,0.0101,1.7e-181,True,84.1%,0.0093,1.4e-144,True,84.3%,0.0095,3.8e-162,True,84.2%,0.0088,3.7e-151,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA7_BetaSweep,c10v5_beta_0.5,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.5,50000,5114,92.6%,84.0%,mean_rest,0.0153,0.0e+00,True,84.0%,0.0144,1.1e-291,True,84.0%,0.0143,3.1e-299,True,83.9%,0.0134,1.2e-272,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA7_BetaSweep,c10v5_beta_0.7,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.7,50000,5041,92.6%,84.5%,mean_rest,0.0182,0.0e+00,True,84.4%,0.0170,1.5e-310,True,84.0%,0.0161,1.1e-287,True,83.9%,0.0146,7.7e-255,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA7_BetaSweep,c10v5_beta_0.8,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.8,50000,4901,92.6%,84.1%,mean_rest,0.0180,0.0e+00,True,83.9%,0.0171,1.9e-306,True,84.1%,0.0162,1.7e-291,True,84.0%,0.0147,5.1e-274,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA7_BetaSweep,c10v5_beta_0.9,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.9,50000,5002,92.6%,84.5%,mean_rest,0.0175,0.0e+00,True,84.5%,0.0178,2.5e-305,True,84.5%,0.0163,6.2e-293,True,84.6%,0.0149,2.0e-239,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA8_NQSweep,c10v5_nq_10000,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.5,10000,1050,92.6%,68.4%,mean_rest,0.0211,2.0e-102,True,68.0%,0.0159,7.3e-70,True,68.8%,0.0134,1.1e-68,True,69.5%,0.0115,1.0e-59,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA8_NQSweep,c10v5_nq_50000,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.5,50000,5011,92.6%,83.4%,mean_rest,0.0155,0.0e+00,True,83.5%,0.0148,3.1e-296,True,83.4%,0.0144,8.5e-273,True,83.3%,0.0139,2.7e-272,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA8_NQSweep,c10v5_nq_20000,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.5,20000,1941,92.6%,75.7%,mean_rest,0.0185,7.0e-161,True,75.1%,0.0160,9.6e-123,True,75.4%,0.0153,8.0e-117,True,76.4%,0.0124,9.9e-90,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA8_NQSweep,c10v5_nq_30000,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.5,30000,3037,92.6%,80.0%,mean_rest,0.0169,4.6e-224,True,80.4%,0.0170,4.1e-214,True,79.8%,0.0149,3.2e-197,True,80.0%,0.0134,3.7e-175,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA9_TrigSizeSweep,c10v5_trig_2000,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.5,50000,2000,92.6%,84.1%,mean_rest,0.0142,1.7e-123,True,84.2%,0.0139,1.9e-112,True,84.0%,0.0127,1.2e-103,True,84.2%,0.0127,5.8e-104,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA9_TrigSizeSweep,c10v5_trig_500,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.5,50000,500,92.6%,83.7%,mean_rest,0.0148,2.2e-31,True,83.6%,0.0136,1.1e-28,True,83.6%,0.0133,1.4e-26,True,83.7%,0.0133,1.4e-28,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA9_TrigSizeSweep,c10v5_trig_0,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.5,50000,5023,92.6%,84.2%,mean_rest,0.0145,0.0e+00,True,83.8%,0.0138,1.9e-285,True,83.8%,0.0138,1.8e-289,True,83.8%,0.0128,1.8e-253,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpA9_TrigSizeSweep,c10v5_trig_100,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.5,50000,100,92.6%,84.4%,mean_rest,0.0152,3.2e-06,False,84.1%,0.0148,1.2e-05,False,84.0%,0.0137,5.8e-05,False,83.9%,0.0142,5.0e-05,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
