Experiment,Tag,Seed,Trigger,Arch_Pair,L_Mode,Tau,Dist_Ep,Temp,V_Temp,RW,Delta,D_Min,Beta,NQ,Trig_Size,T_Acc,Base_Acc,Design,Base_Sig,Base_P,Base_Ver,FT1%_Acc,FT1%_Sig,FT1%_P,FT1%_Ver,FT5%_Acc,FT5%_Sig,FT5%_P,FT5%_Ver,FT10%_Acc,FT10%_Sig,FT10%_P,FT10%_Ver,P_Gap,FP_Rate,Min_P,Median_P,PRUNE_25%_Acc,PRUNE_25%_DeltaPP,PRUNE_25%_Sig,PRUNE_25%_P,PRUNE_25%_Log10P,PRUNE_25%_Ver,PRUNE_25%_P_MR,PRUNE_25%_P_ST1,PRUNE_50%_Acc,PRUNE_50%_DeltaPP,PRUNE_50%_Sig,PRUNE_50%_P,PRUNE_50%_Log10P,PRUNE_50%_Ver,PRUNE_50%_P_MR,PRUNE_50%_P_ST1,PRUNE_75%_Acc,PRUNE_75%_DeltaPP,PRUNE_75%_Sig,PRUNE_75%_P,PRUNE_75%_Log10P,PRUNE_75%_Ver,PRUNE_75%_P_MR,PRUNE_75%_P_ST1,INT8_QUANT_Acc,INT8_QUANT_DeltaPP,INT8_QUANT_Sig,INT8_QUANT_P,INT8_QUANT_Log10P,INT8_QUANT_Ver,INT8_QUANT_P_MR,INT8_QUANT_P_ST1
ExpA9_TrigSizeSweep,c10v5_trig_1000,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.5,50000,1000,92.6%,84.1%,mean_rest,0.0140,2.1e-57,True,83.9%,0.0134,6.6e-53,True,83.9%,0.0130,4.2e-48,True,83.6%,0.0117,6.1e-40,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpB1_BGS_Adaptive,c10v5_bgs_q010_resnet20_resnet20,N/A,REC,resnet20 -> resnet20,hard(N/A),N/A,80,1,10.0,0.1,5.0,N/A,0.5,50000,645,92.6%,78.3%,mean_rest,97.52%,0.0e+00,True,79.8%,98.29%,0.0e+00,True,79.8%,98.45%,0.0e+00,True,80.5%,97.67%,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpB1_BGS_Adaptive,c10v5_bgs_q010_resnet20_vgg11,N/A,REC,resnet20 -> vgg11,hard(N/A),N/A,80,1,10.0,0.1,5.0,N/A,0.5,50000,504,92.6%,81.1%,mean_rest,97.42%,0.0e+00,True,81.6%,99.01%,0.0e+00,True,81.8%,98.02%,0.0e+00,True,82.0%,98.21%,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpB1_BGS_Adaptive,c10v5_bgs_q010_vgg11_vgg11,N/A,REC,vgg11 -> vgg11,hard(N/A),N/A,80,1,10.0,0.1,5.0,N/A,0.5,50000,453,92.8%,79.9%,mean_rest,97.79%,0.0e+00,True,81.6%,97.79%,0.0e+00,True,81.5%,97.13%,0.0e+00,True,81.5%,96.47%,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpB2_BGS_QSweep,c10v5_bgs_qsweep_0.30,N/A,REC,resnet20 -> resnet20,hard(N/A),N/A,80,1,10.0,0.1,5.0,N/A,0.5,50000,1574,92.6%,77.1%,mean_rest,94.16%,0.0e+00,True,78.5%,96.76%,0.0e+00,True,79.6%,96.12%,0.0e+00,True,80.2%,93.33%,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpB2_BGS_QSweep,c10v5_bgs_qsweep_0.10,N/A,REC,resnet20 -> resnet20,hard(N/A),N/A,80,1,10.0,0.1,5.0,N/A,0.5,50000,492,92.6%,79.8%,mean_rest,96.54%,0.0e+00,True,80.6%,99.19%,0.0e+00,True,81.6%,99.39%,0.0e+00,True,81.3%,98.17%,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpB2_BGS_QSweep,c10v5_bgs_qsweep_0.05,N/A,REC,resnet20 -> resnet20,hard(N/A),N/A,80,1,10.0,0.1,5.0,N/A,0.5,50000,209,92.6%,80.5%,mean_rest,96.17%,3.4e-188,True,80.8%,100.00%,1.0e-209,True,81.4%,98.56%,1.1e-200,True,81.3%,99.52%,1.9e-206,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpB2_BGS_QSweep,c10v5_bgs_qsweep_0.20,N/A,REC,resnet20 -> resnet20,hard(N/A),N/A,80,1,10.0,0.1,5.0,N/A,0.5,50000,1099,92.6%,77.3%,mean_rest,88.17%,0.0e+00,True,79.3%,95.54%,0.0e+00,True,80.2%,96.09%,0.0e+00,True,80.3%,95.09%,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpB3_BGS_TauSweep,c10v5_bgs_tau_0.3,N/A,REC,resnet20 -> resnet20,hard(N/A),0.3,80,1,10.0,0.1,5.0,N/A,0.5,50000,3,92.6%,80.2%,mean_rest,100.00%,1.0e-03,False,81.0%,100.00%,1.0e-03,False,81.7%,100.00%,1.0e-03,False,82.0%,100.00%,1.0e-03,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpB3_BGS_TauSweep,c10v5_bgs_tau_0.5,N/A,REC,resnet20 -> resnet20,hard(N/A),0.5,80,1,10.0,0.1,5.0,N/A,0.5,50000,3,92.6%,79.0%,mean_rest,100.00%,1.0e-03,False,81.0%,100.00%,1.0e-03,False,81.3%,100.00%,1.0e-03,False,81.8%,100.00%,1.0e-03,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpB3_BGS_TauSweep,c10v5_bgs_tau_1.0,N/A,REC,resnet20 -> resnet20,hard(N/A),1.0,80,1,10.0,0.1,5.0,N/A,0.5,50000,7,92.6%,79.8%,mean_rest,100.00%,1.0e-07,False,80.5%,100.00%,1.0e-07,False,80.9%,100.00%,1.0e-07,False,81.4%,100.00%,1.0e-07,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpB3_BGS_TauSweep,c10v5_bgs_tau_1.5,N/A,REC,resnet20 -> resnet20,hard(N/A),1.5,80,1,10.0,0.1,5.0,N/A,0.5,50000,7,92.6%,80.0%,mean_rest,100.00%,1.0e-07,False,81.2%,100.00%,1.0e-07,False,81.7%,100.00%,1.0e-07,False,81.9%,100.00%,1.0e-07,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpB3_BGS_TauSweep,c10v5_bgs_tau_2.0,N/A,REC,resnet20 -> resnet20,hard(N/A),2.0,80,1,10.0,0.1,5.0,N/A,0.5,50000,9,92.6%,81.1%,mean_rest,100.00%,1.0e-09,False,81.7%,100.00%,1.0e-09,False,82.0%,100.00%,1.0e-09,False,82.1%,100.00%,1.0e-09,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpB4_BGS_RWSweep,c10v5_bgs_rw_0.05,N/A,REC,resnet20 -> resnet20,hard(N/A),N/A,80,1,10.0,0.05,5.0,N/A,0.5,50000,239,92.6%,79.9%,mean_rest,98.33%,8.7e-228,True,80.5%,99.16%,2.3e-233,True,80.8%,99.16%,2.3e-233,True,81.5%,98.74%,1.6e-230,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpB4_BGS_RWSweep,c10v5_bgs_rw_0.10,N/A,REC,resnet20 -> resnet20,hard(N/A),N/A,80,1,10.0,0.1,5.0,N/A,0.5,50000,615,92.6%,79.1%,mean_rest,95.77%,0.0e+00,True,80.0%,96.26%,0.0e+00,True,80.1%,96.10%,0.0e+00,True,80.3%,96.10%,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpB4_BGS_RWSweep,c10v5_bgs_rw_0.20,N/A,REC,resnet20 -> resnet20,hard(N/A),N/A,80,1,10.0,0.2,5.0,N/A,0.5,50000,1242,92.6%,79.6%,mean_rest,97.99%,0.0e+00,True,80.7%,97.83%,0.0e+00,True,81.1%,98.23%,0.0e+00,True,81.5%,98.07%,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpB4_BGS_RWSweep,c10v5_bgs_rw_0.50,N/A,REC,resnet20 -> resnet20,hard(N/A),N/A,80,1,10.0,0.5,5.0,N/A,0.5,50000,2693,92.6%,77.7%,mean_rest,97.59%,0.0e+00,True,79.0%,97.70%,0.0e+00,True,79.4%,97.14%,0.0e+00,True,79.9%,94.43%,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpB5_Plain_Baseline,c10v5_fp_plain_resnet20_resnet20,N/A,REC,resnet20 -> resnet20,hard(N/A),N/A,80,1,10.0,0.1,5.0,N/A,0.5,50000,0,92.6%,81.2%,mean_rest,0.00%,1.0e+00,False,81.2%,0.00%,1.0e+00,False,81.7%,0.00%,1.0e+00,False,82.0%,0.00%,1.0e+00,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpB5_Plain_Baseline,c10v5_fp_plain_vgg11_vgg11,N/A,REC,vgg11 -> vgg11,hard(N/A),N/A,80,1,10.0,0.1,5.0,N/A,0.5,50000,0,92.8%,80.2%,mean_rest,0.00%,1.0e+00,False,81.7%,0.00%,1.0e+00,False,81.2%,0.00%,1.0e+00,False,80.9%,0.00%,1.0e+00,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC1_RandKwSoft,RANDKW_c10v5_resnet20_resnet20_T5_b0.5_d5.0.json,N/A,REC,resnet20 -> resnet20,soft,N/A,N/A,5,10.0,0.1,5.0,0.5,0.5,50000,N/A,N/A,84.4%,N/A,N/A,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.97,8.00%,9.4e-224,1.0e+00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC1_RandKwSoft,RANDKW_c10v5_resnet20_vgg11_T5_b0.5_d5.0.json,N/A,REC,resnet20 -> vgg11,soft,N/A,N/A,5,10.0,0.1,5.0,0.5,0.5,50000,N/A,N/A,85.8%,N/A,N/A,6.9e-227,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-73.84,20.00%,0.0e+00,1.0e+00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC1_RandKwSoft,RANDKW_c10v5_vgg11_vgg11_T5_b0.5_d5.0.json,N/A,REC,vgg11 -> vgg11,soft,N/A,N/A,5,10.0,0.1,5.0,0.5,0.5,50000,N/A,N/A,84.9%,N/A,N/A,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0,29.00%,0.0e+00,9.4e-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC2_RandKwHard,RANDKW_c10v5_bgs_q010_resnet20_resnet20.json,N/A,REC,resnet20 -> resnet20,hard(N/A),N/A,N/A,1,10.0,0.1,5.0,0.5,0.5,50000,N/A,N/A,78.3%,N/A,N/A,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.81,22.00%,6.5e-231,1.0e+00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC2_RandKwHard,RANDKW_c10v5_bgs_q010_vgg11_vgg11.json,N/A,REC,vgg11 -> vgg11,hard(N/A),N/A,N/A,1,10.0,0.1,5.0,0.5,0.5,50000,N/A,N/A,79.9%,N/A,N/A,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,152.96,21.00%,9.1e-148,1.0e+00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC3_SVHNSoft,SVHN_c10v5_svhn_resnet20_resnet20,N/A,REC,resnet20 -> resnet20,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.5,50000,4855,92.6%,42.4%,N/A,-0.0099,1.0e+00,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC3_SVHNSoft,SVHN_c10v5_svhn_vgg11_vgg11,N/A,REC,vgg11 -> vgg11,soft,N/A,80,5,10.0,0.1,5.0,N/A,0.5,50000,4728,92.8%,36.0%,N/A,0.0170,9.0e-152,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC4_PruneSoft,PRUNE_c10v5_resnet20_resnet20_T5_b0.5_d5.0.json,N/A,REC,resnet20 -> resnet20,soft,N/A,N/A,5,10.0,0.1,5.0,0.5,0.5,50000,5075,N/A,84.4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.5%,-1.88,0.0088,2.6e-137,-136.59,True,8.6e-220,6.4e-128,52.1%,-32.26,-0.0010,7.5e-01,-0.12,False,1.0e+00,1.0e+00,10.0%,-74.38,-0.0011,1.0e+00,0.0,False,1.0e+00,1.0e+00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC4_PruneSoft,PRUNE_c10v5_vgg11_vgg11_T5_b0.5_d5.0.json,N/A,REC,vgg11 -> vgg11,soft,N/A,N/A,5,10.0,0.1,5.0,0.5,0.5,50000,5053,N/A,84.9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84.7%,-0.14,0.0079,3.1e-217,-216.51,True,0.0e+00,4.2e-218,71.8%,-13.06,0.0098,0.0e+00,-300.0,True,0.0e+00,0.0e+00,10.0%,-74.88,0.0046,0.0e+00,-300.0,True,1.2e-82,1.0e+00,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC5_QuantSoft,QUANT_c10v5_resnet20_resnet20_T5_b0.5_d5.0.json,N/A,REC,resnet20 -> resnet20,soft,N/A,N/A,5,10.0,0.1,5.0,0.5,0.5,50000,5075,N/A,84.4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84.2%,-0.12,0.0133,4.5e-248,-247.35,True,1.0e-309,6.2e-249
ExpC5_QuantSoft,QUANT_c10v5_vgg11_vgg11_T5_b0.5_d5.0.json,N/A,REC,vgg11 -> vgg11,soft,N/A,N/A,5,10.0,0.1,5.0,0.5,0.5,50000,5053,N/A,84.9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84.9%,-0.03,0.0069,2.0e-209,-208.69,True,0.0e+00,5.2e-210
ExpC6_PruneHard,PRUNE_c10v5_bgs_q010_resnet20_resnet20.json,N/A,REC,resnet20 -> resnet20,hard(N/A),N/A,N/A,1,10.0,0.1,5.0,0.5,0.5,50000,645,N/A,78.3%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.1%,-2.15,90.08%,0.0e+00,-300.0,True,N/A,N/A,56.2%,-22.09,35.04%,7.5e-66,-65.13,True,N/A,N/A,10.1%,-68.23,16.43%,3.0e-07,-6.53,False,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ExpC7_SVHNHard,SVHN_c10v5_svhn_hard_resnet20_resnet20,N/A,REC,resnet20 -> resnet20,hard(bgs),7.988782215118408,80,1,10.0,0.1,5.0,N/A,0.5,50000,2867,92.6%,26.2%,N/A,96.16%,0.0e+00,True,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
